tuote,koodi,tuoteryhma
90753,2418679790515,40015
90754,241433254515,40015
90755,2411036992515,40015
90756,2414491100515,40015
90757,2415849609515,40015
90763,2414407544515,40015
90766,2417996892515,40015
90769,2411071147515,40015
90770,2417327311515,40015
90772,2411569213515,40015
90773,2411348821515,40015
90775,2419065889515,40015
90776,2413944357515,40015
90781,2412419552515,40015
90963,2411886746570,40015
90964,2412608510570,40015
90965,2411181190570,40015
90966,2416410656570,40015
90967,2414370471570,40015
90968,2414909222570,40015
90969,2419708488570,40015
93002,2422535069463,40015
93196,2428532110515,40015
93197,2424255778515,40015
93199,2427951468515,40015
93200,2422592759515,40015
93201,2423699222515,40015
79730,1463529368050,40015
93202,2422716194515,40015
93203,2428945710515,40015
98553,9415873105361,40015
98576,9412648237361,40015
93263,2427514781565,40015
93264,2425566598565,40015
93266,2424525642565,40015
93268,2428205493565,40015
211317,DC8513840332,4055
93269,2427535438565,40015
104500,2422520852565,40015
93277,242359849565,40015
93278,2424509519565,40015
93279,242549526565,40015
93280,2429133041565,40015
93282,2423621945565,40015
93283,2429036278565,40015
93284,2428106743565,40015
93285,2426608505565,40015
93286,242564208565,40015
93287,242709408565,40015
93288,242825580565,40015
93289,2421869630565,40015
93290,2428334868565,40015
93316,2427779150565,40015
93317,2424808826565,40015
93522,2429337916713,40015
93524,2429999168713,40015
93525,2421263951713,40015
93574,2425379628713,40015
93575,2429285818713,40015
93576,2421641312713,40015
93577,24290016713,40015
93578,2429162593713,40015
94084,243227861010,40015
94085,2432474259010,40015
94086,2435583610010,40015
94089,2432999345010,40015
94090,2438521698010,40015
94091,2437211942010,40015
94092,243161884010,40015
94093,2438133970010,40015
94095,2434243555010,40015
94096,2436107178010,40015
94097,2431899581010,40015
94098,2434441993010,40015
94099,2438484779010,40015
94104,2439452050010,40015
94105,2436095897010,40015
94106,2433076128010,40015
94107,2433223572010,40015
94109,2436235519010,40015
94139,2434342459010,40015
94150,2439038398010,40015
94151,2433875687010,40015
102405,9414971505127,40015
54110,9412745632161,40015
54111,9414042884161,40015
54112,9415319024161,40015
54114,9412522068161,40015
102408,9412761058161,40015
54115,9417194387161,40015
54431,9411699555161,40015
54432,941772863161,40015
101782,9468963687161,40015
101783,9467969696161,40015
98577,9416521274361,40015
98578,9413156827361,40015
101784,9468442066161,40015
101785,9465650323161,40015
101786,9463543461161,40015
101787,9462807828161,40015
101788,9461341923161,40015
101789,9468525263161,40015
80188,1467778228190,40015
80189,1461256154190,40015
80890,1463393226310,40015
80891,1468072310310,40015
80892,1464605319310,40015
81289,1463405804316,40015
81290,146569927316,40015
81291,14655924316,40015
82484,1469685583553,40015
82485,1468569197553,40015
82486,1466917119553,40015
82487,1469573993553,40015
19162,1462227199553,40015
82488,1463744250553,40015
82489,1467131987553,40015
82490,1467976683553,40015
82491,1464288281553,40015
90088,2419424059133,40015
90100,241829653220,40015
90269,241105787337,40015
90341,2412516175345,40015
92485,2428009116310,40015
92486,242221048310,40015
92492,2423206812310,40015
92493,242138669310,40015
59428,F003480874VC0,40015
59429,F003866737VC0,40015
59430,F008298734VC0,40015
59966,F003528321VC6,40015
59967,F009184627VC6,40015
59968,F007468814VC6,40015
59982,F008804627VC6,40015
59983,F002431788VC6,40015
59984,F009306284VC6,40015
59985,F006574643VC6,40015
59986,F004313148VC6,40015
59987,F007446588VC6,40015
59988,F002515184VC6,40015
59989,F003374434VC6,40015
59990,F002825208VC6,40015
59991,F004774450VC6,40015
59992,F002043538VC6,40015
59993,F00293966VC6,40015
28426,0437517479317,40015
28427,0432200881317,40015
28428,0431598202317,40015
28446,0431159788317,40015
28447,0432606407317,40015
28448,0432943663317,40015
28476,0437524699317,40015
28515,0437724045317,40015
28516,0432410852317,40015
28517,0435058683317,40015
28518,0433795199317,40015
28519,0436187726317,40015
28521,0432182707317,40015
28522,0433851239317,40015
28523,0432056242317,40015
101853,9467994223161,40015
101854,9464103014161,40015
101855,9466857227161,40015
211318,DC76189455331,4055
211319,DC79050229331,4055
41966,1686333059312,8040
41967,1684855296312,8040
41968,1681806552312,8040
98579,9416170160361,40015
98580,9412878399361,40015
101856,9465753217161,40015
101857,946672103161,40015
101858,9462966679161,40015
101859,9461888044161,40015
101860,9469545637161,40015
58673,F008233623N20,40015
95293,2435688007346,40015
95294,2435896343346,40015
95295,2433633741346,40015
95296,2436904512346,40015
95297,2433228163346,40015
95396,2449353254021,40015
95397,2446178882021,40015
95398,2446313528021,40015
95399,2442336075021,40015
49161,2442917422021,40015
81839,1466662048461,40015
81840,1464883341461,40015
81841,1466081898461,40015
109627,2465650042940,40015
106982,2464050495940,40015
96716,341464960320,40015
69192,04493178521,40015
69193,0442096254521,40015
69194,0443824481521,40015
69195,0444625655521,40015
69196,044670597521,40015
69197,0441831298521,40015
104568,2461264722312,40015
76204,1419012450058,40015
76206,1412384725070,40015
76207,1411343994070,40015
76210,1413799897090,40015
76211,1419095022090,40015
77717,142424762101,40015
77718,1427999181101,40015
77753,1424599758103,40015
77754,1421790636106,40015
77755,1427132126106,40015
77756,142539148106,40015
77757,142990523106,40015
77758,1427905510106,40015
78114,1429651656305,40015
78154,1421333279312,40015
78155,1428464307312,40015
78157,1427064149312,40015
78158,142348001312,40015
78159,1429953235312,40015
78161,1426133230312,40015
78325,1423569027346,40015
78326,1426972833346,40015
78327,1422131847346,40015
78349,1425303004346,40015
78350,1423322579346,40015
78352,142969150346,40015
78354,142658183346,40015
78355,1425552833346,40015
78357,1429092467349,40015
78358,1429732865349,40015
78359,1427075435350,40015
78360,1424232016350,40015
79695,1468707098042,40015
79709,1469121208042,40015
41969,1683395271312,8040
41970,1685824063312,8040
79720,1465584630050,40015
79721,1462535090050,40015
79723,1468541316050,40015
79724,1468172478050,40015
79725,1465835225050,40015
79726,1461073329050,40015
79727,1463410804050,40015
79728,1467376461050,40015
79729,1461198901050,40015
79731,1468655892051,40015
79732,1463728786052,40015
79734,1462298200052,40015
79803,1462612360079,40015
79804,1466768207079,40015
79805,146101595079,40015
79806,1461406511079,40015
79807,1468216205079,40015
79808,1465247269079,40015
79809,1467599559079,40015
79847,1468225458102,40015
79848,146253583102,40015
79849,1462242102,40015
79853,1461963720102,40015
79854,1469353895102,40015
79855,1463363747102,40015
79856,1461958079102,40015
79857,1469194104102,40015
79858,1469046507102,40015
79859,1468186401102,40015
89806,2417082516032,40015
104443,0209300922600,40015
90009,2413153882107,40015
90068,2417568573109,40015
90069,2417887651109,40015
90071,2411753905109,40015
90072,24144734109,40015
90075,2411764948131,40015
90076,2417101807131,40015
104463,2419424390133,40015
90095,2417495353133,40015
90440,2415261011461,40015
90460,2413631055512,40015
22203,9463261294161,40015
22204,9468728250161,40015
104228,9462798357161,40015
22205,9465849726161,40015
22206,9461663579161,40015
104925,9462394143161,40015
104926,94671551161,40015
104927,9463583592161,40015
22207,9465502629161,40015
81060,1465680044315,40015
81061,1464780847315,40015
81097,1465817583316,40015
81098,1462408081316,40015
81099,1465533868316,40015
81100,1463305751316,40015
81102,1468642758316,40015
81103,1466567217316,40015
81104,1464646597316,40015
81105,1464408285316,40015
81196,1466756511316,40015
83858,1463613489837,40015
83859,1469031557837,40015
83861,1463935266837,40015
83862,146979106837,40015
83863,1463813552837,40015
83904,1466273257843,40015
211320,DC88475757207,4055
80022,1464812824131,40015
80047,1461729552132,40015
80048,1464552937132,40015
98288,9414009114336,40015
98289,941643175336,40015
41971,1681766059312,8040
98290,9414943448336,40015
98291,941572994336,40015
98292,9413391563336,40015
98293,9417846831336,40015
98294,9414032312336,40015
98342,9411367806336,40015
98343,9418433833336,40015
98344,9412149678336,40015
98345,9412290129336,40015
98367,9415129171336,40015
98424,9415588615361,40015
98891,9414008450361,40015
98892,941644577361,40015
54967,9412333986436,40015
54977,942674099061,40015
211321,DC81326271207,4055
76711,1414121774512,40015
76724,1417305988515,40015
108838,9446283752361,40015
76751,1415096424552,40015
76752,1416131946552,40015
76780,141656751562,40015
76781,1419323682562,40015
76871,1413765958611,40015
76872,1419741426611,40015
76873,1415997569611,40015
76875,1411801396611,40015
77556,142477448050,40015
77558,1426105585050,40015
77560,1425402805050,40015
77561,1425203240050,40015
77573,1428868162050,40015
91093,2413936243615,40015
91096,2413768109615,40015
78223,1426422841338,40015
78224,1424680898340,40015
91382,2414522401643,40015
211322,DC89716168217,4055
91509,2413013476741,40015
91510,2412441234741,40015
91511,2412276260741,40015
80663,1461942866190,40015
80664,1467973180190,40015
48718,2411782217845,40015
48720,2412179821845,40015
48721,2414409121845,40015
48770,2414302984845,40015
48771,2413456216845,40015
48772,2419784944845,40015
83928,1461265421852,40015
104134,1469208043853,40015
48773,2413877721845,40015
83899,1461776484843,40015
48778,2415200622845,40015
48779,2418571896845,40015
81882,1461309424461,40015
101934,9461530412161,40015
48784,2418543878845,40015
57441,9467789797161,40015
48924,24162273855,40015
86176,1923854317830,40015
41972,16884444312,8040
41994,1683294110320,8040
41995,1688760157321,8040
41996,1681235032321,8040
86363,1927530914840,40015
91383,2415269760643,40015
91384,2418659139643,40015
48430,2413767583845,40015
103821,9443787755361,40015
103860,946799071162,40015
77388,142954014032,40015
78173,142612477320,40015
78404,1427917404461,40015
93247,2424682441555,40015
31082,0462101774048,40018
90084,2419717039133,40015
90943,2419571956556,40015
91698,2423674804015,40015
91759,2421498887021,40015
91954,2427815071050,40015
92018,2429766581058,40015
94468,2437109793010,40015
98102,941830099103,40015
101667,9465842427161,40015
22234,9464731021161,40015
59647,F00637072VC1,40015
95732,2462429921059,40015
77777,1428110649121,40015
79746,1461975444055,40015
101834,9469887879161,40015
96710,3419839329312,40015
75993,1412384108020,40015
59319,F005058656RJ0,40015
86213,1921655243840,40015
100444,9466081283161,40015
99044,9433706953161,40015
34190,0982422438644,40015
99474,9443005357061,40015
99475,9449107197061,40015
99477,9447004713061,40015
99478,9445284116061,40015
99479,9444533675061,40015
99480,9443376780061,40015
99481,9442502932061,40015
57088,9444345146261,40015
57089,9445682593261,40015
57091,9447025874261,40015
57092,9447504281261,40015
57095,9447017466261,40015
57248,9445118095261,40015
57250,9444857993261,40015
99732,9447470122361,40015
211323,DC88189034217,4055
211244,5092122192692,2590
99733,9444177754361,40015
99734,9446367408361,40015
99735,9443098680361,40015
99736,9449829680361,40015
99737,9447887729361,40015
99738,9449353618361,40015
99739,944678039361,40015
103804,9443986192361,40015
103806,9443319677361,40015
57299,9441848530361,40015
57300,9447410909361,40015
41999,1682325237323,8040
103807,9445898233361,40015
103808,9445430995361,40015
57301,9443180044361,40015
57302,9447282096361,40015
103809,944278027361,40015
103810,9448631540361,40015
57303,9442196821361,40015
57304,9445740091361,40015
57305,9443297752361,40015
57309,9446178829361,40015
103812,9449575102361,40015
57310,9443029400361,40015
57311,9449607554361,40015
57312,9443492500361,40015
108692,944707887361,40015
151263,QLS8190985356,1145
99822,9442705678361,40015
108726,9449870334361,40015
100006,9449781460361,40015
100007,9444330197361,40015
57373,9448329672361,40015
20018,0287849296100,40015
104490,0281620041100,40015
104491,0281999496100,40015
66196,0289555630100,40015
66209,0282363935100,40015
104643,0428854253020,40015
104644,0427281927021,40015
99115,943841330161,40015
99116,9439599689161,40015
49047,2433065131011,40015
49051,2436442188011,40015
2172,3432787501021,40015
60073,F015641417C32,40015
39898,1413144003006,40015
20619,0489547255202,40015
7491,0928173488840,40015
31439,0921229228840,40015
76869,1418356104610,40015
95995,2469741927833,40015
77022,1419343586643,40015
59220,F004015671RJ0,40015
39918,1414386789006,40015
91684,2428335544010,40015
100766,9465178622161,40015
31433,0929813144840,40015
79247,1462524888010,40015
52974,F018485453M10,40015
82211,1464490629513,40015
211324,DC81351797289,4055
42000,1689795255323,8040
42001,1689052333323,8040
231875,GS89939507711,4025
31087,0467241382048,40018
91673,2428645431010,40015
96771,3411685553520,40015
86605,1929608663849,5910
225617,HU8613175316Z,2335
96157,2911229374105,5910
108554,9446937671261,40015
57048,944717022261,40015
49918,3395763486800,40017
6950,0255580408020,5230
184467,7152301854537,2340
6953,0254019269020,5230
6951,0253741481020,5230
24390,0259348131020,5230
24391,0256641132020,5230
6846,0257092510020,5230
6847,0254268570020,5230
97560,F0211924666T0,40012
108078,0436970819814,40012
49489,3399278118075,40017
89330,1988870782752,5910
65788,0283610701062,40012
83516,1469701081833,40015
24774,0307960787618,40009
70985,0987189403635,5250
70993,0987047767635,5250
87655,1986390330747,4035
42002,1682782205323,8040
42003,1689005304323,8040
42010,1686192014323,8040
42011,1682642864323,8040
64938,0282916302014,40012
103020,09822739266AH,5910
87144,1987565451747,40008
103345,2912005487875,5910
104051,9328171310033,5910
5105,3399872965810,40017
68567,0359986738691,5255
20965,CF92673631881,2340
64427,0261842877523,40008
224429,2806387495804,22142
211092,C409778065107,2315
71692,0981081228647,4060
89223,1984243963748,4530
211720,0205111343411,4025
42012,1684803441323,8040
42013,1687341370323,8040
42038,1688667372334,8040
42039,1687294914334,8040
42041,1687552838334,8040
42068,1685862813335,8040
42112,1689348841338,8040
42113,1682406550338,8040
42115,1683309482338,8040
42124,1685095697338,8040
42125,1688056210338,8040
42126,1686351414338,8040
42128,168316054338,8040
42129,1689684650338,8040
42130,1685711525338,8040
42131,1684163316338,8040
109843,168181078338,8040
42136,1684984837338,8040
109841,168224597338,8040
42139,1688688692338,8040
42140,1686877619339,8040
42141,1688770277339,8040
66688,0306659849108,40009
66690,0306374350108,40009
66691,0309873844108,40009
66693,0301643177108,40009
66694,0302272145108,40009
107293,0305910263117,40009
107294,0304057140117,40009
1834,0308352015117,40009
1791,0304811003117,40009
107299,0308429050117,40009
107300,0305835618117,40009
66910,0304842340117,40009
1595,0307009227120,40009
66966,03023572120,40009
66967,0301645683120,40009
66968,0305290018120,40009
66969,0301632593120,40009
67020,0307234114121,40009
67021,0307618443121,40009
67022,030276111121,40009
67024,0308319085121,40009
67025,0309628809121,40009
67056,0309324150122,40009
67081,030610481124,40009
67085,0305938453124,40009
67088,0309191537130,40009
67090,030834133130,40009
107379,0307058448130,40009
107381,0308724256134,40009
67214,0308663378250,40009
67215,0305145717250,40009
67226,030235074251,40009
67227,0309099878251,40009
67228,0308582455251,40009
67462,0315204318803,40009
67464,0316639995803,40009
67465,0316474445803,40009
75702,1307291207702,40009
75703,1301038843702,40009
24392,0259422278020,5230
211087,C327039234338,2315
211325,DC82967862289,4055
211326,DC81005164244,4055
211327,DC81824843244,4055
107541,0319226810833,40009
42144,1687712215339,8040
42165,1685518401339,8040
19760,1685674277339,8040
42166,1689598338339,8040
42171,1682641961345,8040
42172,1689073063345,8040
224430,3016450411235,22055
1753,025564524020,5230
107538,0318978626833,40009
